Station|Coordinates|Create_Timestamp|City|Conditions|Conditions_Description|Temperature|Min_Temperature|Max_Temperature|Pressure|Humidity|Wind_Speed|Wind_Degrees|Source_Date_Time|City_Id|Update_Timestamp|Record_Delete_Flag
PQQ|-31.43,152.92|2017-12-10T19:35:44Z|Port Macquarie|Clear|clear sky|+23.0|+23.0|+23.0|1020.0|60|4.1|120.0|1512892800|2152659|1900-01-01T00:00:00Z|0
MBH|-25.53,152.7|2017-12-11T03:58:43Z|Maryborough|Rain|light rain|+19.83|+19.83|+19.83|1009.14|87|1.62|144.0|1512925102|2158562|1900-01-01T00:00:00Z|0
WYA|-33.03,137.58|2017-12-10T18:57:36Z|Whyalla|Clear|clear sky|+28.0|+28.0|+28.0|1019.0|28|5.7|140.0|1512889200|2058430|1900-01-01T00:00:00Z|0
ASP|-23.7,133.88|2017-12-10T14:59:49Z|Alice Springs|Clear|clear sky|+32.0|+32.0|+32.0|1018.0|8|4.6|130.0|1512874800|2077895|1900-01-01T00:00:00Z|0
ECH|-36.13,144.75|2017-12-10T15:54:36Z|Echuca|Clear|clear sky|+27.24|+27.24|+27.24|1022.24|46|3.56|226.5|1512881664|2167817|1900-01-01T00:00:00Z|0
DBO|-32.25,148.62|2017-12-11T00:48:03Z|Dubbo|Clear|clear sky|+20.0|+20.0|+20.0|1019.0|49|4.1|130.0|1512912600|2168305|1900-01-01T00:00:00Z|0
SHT|-36.38,145.4|2017-12-11T03:58:43Z|Shepparton|Clear|clear sky|+14.38|+14.38|+14.38|1016.11|80|4.17|183.0|1512925091|2149645|1900-01-01T00:00:00Z|0
MQL|-34.2,142.15|2017-12-11T03:58:43Z|Mildura|Clear|clear sky|+14.46|+14.46|+14.46|1025.27|70|1.57|211.5|1512925093|2157698|1900-01-01T00:00:00Z|0
GFF|-34.28,146.03|2017-12-11T02:47:21Z|Griffith|Clear|clear sky|+17.22|+17.22|+17.22|1016.85|65|2.22|221.0|1512920813|2164422|1900-01-01T00:00:00Z|0
DBO|-32.25,148.62|2017-12-10T19:35:44Z|Dubbo|Clear|clear sky|+29.0|+29.0|+29.0|1018.0|26|3.6|130.0|1512892800|2168305|1900-01-01T00:00:00Z|0
CUD|-26.8,153.13|2017-12-10T18:57:36Z|Caloundra|Clouds|scattered clouds|+25.0|+25.0|+25.0|1017.0|57|6.7|110.0|1512889200|2172710|1900-01-01T00:00:00Z|0
WMB|-38.38,142.48|2017-12-10T19:35:44Z|Warrnambool|Clouds|few clouds|+17.07|+17.07|+17.07|1034.22|87|3.96|229.5|1512894831|2144528|1900-01-01T00:00:00Z|0
MEL|-37.81,144.96|2017-12-11T00:35:54Z|Melbourne|Clouds|overcast clouds|+16.32|+16.0|+17.0|1022.0|82|5.1|180.0|1512910800|2158177|1900-01-01T00:00:00Z|0
DPO|-41.17,146.35|2017-12-10T18:57:36Z|Devonport|Clouds|scattered clouds|+16.86|+16.86|+16.86|994.13|59|3.63|264.5|1512892381|2168943|1900-01-01T00:00:00Z|0
GLT|-23.85,151.25|2017-12-10T14:59:49Z|Gladstone|Clear|clear sky|+28.28|+28.28|+28.28|1014.2|74|6.62|99.0|1512877836|2165478|1900-01-01T00:00:00Z|0
DBO|-32.25,148.62|2017-12-10T15:54:36Z|Dubbo|Clear|clear sky|+31.0|+31.0|+31.0|1018.0|22|5.7|110.0|1512880200|2168305|1900-01-01T00:00:00Z|0
DPO|-41.17,146.35|2017-12-11T02:47:21Z|Devonport|Clouds|few clouds|+10.37|+10.37|+10.37|993.58|84|2.67|258.0|1512920815|2168943|1900-01-01T00:00:00Z|0
CBR|-35.28,149.13|2017-12-10T19:35:44Z|Canberra|Clear|clear sky|+26.0|+26.0|+26.0|1019.0|36|4.6|360.0|1512892800|2172517|1900-01-01T00:00:00Z|0
BWT|-41.07,145.92|2017-12-10T19:35:44Z|Burnie|Clouds|few clouds|+17.53|+17.53|+17.53|1030.85|93|8.08|268.5|1512894826|2173125|1900-01-01T00:00:00Z|0
TGN|-38.18,146.53|2017-12-10T14:59:49Z|Traralgon|Clear|clear sky|+21.9|+21.9|+21.9|1017.36|61|2.07|263.5|1512877841|2146108|1900-01-01T00:00:00Z|0
MKY|-21.15,149.2|2017-12-11T01:54:21Z|Mackay|Clouds|broken clouds|+26.0|+26.0|+26.0|1014.0|74|5.7|110.0|1512914400|2159220|1900-01-01T00:00:00Z|0
BHQ|-31.95,141.43|2017-12-11T01:54:21Z|Broken Hill|Clear|clear sky|+18.37|+18.37|+18.37|1002.18|57|3.67|151.5|1512917658|2173911|1900-01-01T00:00:00Z|0
ABX|-36.08,146.92|2017-12-11T02:47:21Z|Albury|Clear|clear sky|+15.23|+14.0|+17.0|1018.0|72|1.07|256.5|1512918000|2178174|1900-01-01T00:00:00Z|0
SHT|-36.38,145.4|2017-12-11T01:54:21Z|Shepparton|Clouds|few clouds|+16.39|+16.39|+16.39|1016.36|65|4.47|177.0|1512917641|2149645|1900-01-01T00:00:00Z|0
CNS|-16.92,145.77|2017-12-10T14:59:49Z|Cairns|Clouds|few clouds|+33.0|+33.0|+33.0|1011.0|52|8.7|110.0|1512874800|2172797|1900-01-01T00:00:00Z|0
ALH|-35.02,117.89|2017-12-11T02:47:21Z|Albany|Clouds|broken clouds|+19.49|+19.49|+19.49|1013.2|83|2.42|190.5|1512920826|2077963|1900-01-01T00:00:00Z|0
WYA|-33.03,137.58|2017-12-10T14:59:49Z|Whyalla|Clear|clear sky|+28.0|+28.0|+28.0|1021.0|39|4.6|130.0|1512874800|2058430|1900-01-01T00:00:00Z|0
ABX|-36.08,146.92|2017-12-10T19:35:44Z|Albury|Clear|clear sky|+29.42|+29.0|+30.0|1017.0|30|3.6|210.0|1512892800|2178174|1900-01-01T00:00:00Z|0
TGN|-38.18,146.53|2017-12-11T02:47:21Z|Traralgon|Clear|clear sky|+11.97|+11.97|+11.97|1016.85|98|1.32|277.0|1512920827|2146108|1900-01-01T00:00:00Z|0
LSY|-28.81,153.28|2017-12-11T02:47:21Z|Lismore|Rain|light rain|+18.74|+18.74|+18.74|1006.63|84|1.67|175.0|1512920640|2160063|1900-01-01T00:00:00Z|0
HBA|-42.88,147.33|2017-12-10T15:54:36Z|Hobart|Clear|clear sky|+24.0|+24.0|+24.0|1014.0|29|7.7|300.0|1512880200|2163355|1900-01-01T00:00:00Z|0
SYD|-33.87,151.21|2017-12-10T15:54:36Z|Sydney|Clear|clear sky|+27.64|+26.0|+29.0|1020.0|44|9.3|70.0|1512880200|2147714|1900-01-01T00:00:00Z|0
LSY|-28.81,153.28|2017-12-11T00:35:54Z|Lismore|Rain|light rain|+18.74|+18.74|+18.74|1006.63|84|1.67|175.0|1512912938|2160063|1900-01-01T00:00:00Z|0
FOT|-32.17,152.52|2017-12-10T14:59:49Z|Forster|Clear|clear sky|+25.0|+25.0|+25.0|1021.0|50|5.1|120.0|1512874800|2166309|1900-01-01T00:00:00Z|0
BHS|-33.42,149.58|2017-12-11T00:35:54Z|Bathurst|Clouds|few clouds|+12.39|+12.39|+12.39|938.95|90|0.92|106.5|1512912925|2176632|1900-01-01T00:00:00Z|0
ISA|-20.73,139.5|2017-12-10T18:57:36Z|Mount Isa|Clear|clear sky|+39.0|+39.0|+39.0|1009.0|10|2.6|50.0|1512889200|2065594|1900-01-01T00:00:00Z|0
TWB|-27.55,151.97|2017-12-11T01:54:21Z|Toowoomba|Clouds|few clouds|+18.0|+18.0|+18.0|1019.0|82|4.6|100.0|1512914400|2146268|1900-01-01T00:00:00Z|0
OAG|-33.28,149.1|2017-12-11T03:58:43Z|Orange|Clear|clear sky|+11.81|+11.81|+11.81|969.01|90|1.22|85.5|1512925099|2154219|1900-01-01T00:00:00Z|0
BUY|-33.33,115.63|2017-12-11T04:10:51Z|Bunbury|Clouds|few clouds|+21.96|+21.96|+21.96|1013.59|53|4.82|147.0|1512925810|2075432|1900-01-01T00:00:00Z|0
GFF|-34.28,146.03|2017-12-11T01:54:21Z|Griffith|Clear|clear sky|+17.22|+17.22|+17.22|1016.85|65|2.22|221.0|1512917634|2164422|1900-01-01T00:00:00Z|0
ABX|-36.08,146.92|2017-12-10T15:54:36Z|Albury|Clear|clear sky|+29.0|+29.0|+29.0|1019.0|32|2.6|250.0|1512878400|2178174|1900-01-01T00:00:00Z|0
WYA|-33.03,137.58|2017-12-10T19:35:44Z|Whyalla|Clear|clear sky|+28.0|+28.0|+28.0|1019.0|30|5.7|170.0|1512892800|2058430|1900-01-01T00:00:00Z|0
RBU|-20.78,117.13|2017-12-10T19:35:44Z|Roebourne|Clear|clear sky|+33.91|+33.91|+33.91|1009.69|31|5.48|332.5|1512894827|2062276|1900-01-01T00:00:00Z|0
ASP|-23.7,133.88|2017-12-11T03:58:43Z|Alice Springs|Clear|clear sky|+18.0|+18.0|+18.0|1017.0|20|2.1|340.0|1512921600|2077895|1900-01-01T00:00:00Z|0
OAG|-33.28,149.1|2017-12-10T15:54:36Z|Orange|Clear|clear sky|+26.39|+26.39|+26.39|969.63|51|1.61|119.0|1512881595|2154219|1900-01-01T00:00:00Z|0
NOA|-34.88,150.6|2017-12-11T01:54:21Z|Nowra|Clear|clear sky|+16.0|+16.0|+16.0|1020.0|87|2.42|1.0|1512914400|2154787|1900-01-01T00:00:00Z|0
WMB|-38.38,142.48|2017-12-11T04:10:51Z|Warrnambool|Clouds|broken clouds|+14.16|+14.16|+14.16|1033.37|95|2.42|237.5|1512925834|2144528|1900-01-01T00:00:00Z|0
BXG|-36.77,144.28|2017-12-10T18:57:36Z|Bendigo|Clear|clear sky|+22.93|+22.93|+22.93|1013.99|53|2.58|197.0|1512892208|2176187|1900-01-01T00:00:00Z|0
BHS|-33.42,149.58|2017-12-10T15:54:36Z|Bathurst|Clouds|broken clouds|+22.51|+22.51|+22.51|939.88|63|1.31|252.5|1512881640|2176632|1900-01-01T00:00:00Z|0
RBU|-20.78,117.13|2017-12-11T02:47:21Z|Roebourne|Clear|clear sky|+24.09|+24.09|+24.09|1011.9|64|4.47|266.0|1512920830|2062276|1900-01-01T00:00:00Z|0
BUY|-33.33,115.63|2017-12-11T01:54:21Z|Bunbury|Clear|clear sky|+24.47|+24.47|+24.47|1014.33|44|6.57|164.5|1512917633|2075432|1900-01-01T00:00:00Z|0
TMW|-31.1,150.93|2017-12-11T00:35:54Z|Tamworth|Clear|clear sky|+21.0|+21.0|+21.0|1020.0|60|6.2|110.0|1512910800|2147497|1900-01-01T00:00:00Z|0
CNS|-16.92,145.77|2017-12-11T00:35:54Z|Cairns|Clouds|few clouds|+26.0|+26.0|+26.0|1013.0|78|5.1|160.0|1512910800|2172797|1900-01-01T00:00:00Z|0
NTL|-32.93,151.78|2017-12-11T00:35:54Z|Newcastle|Clear|clear sky|+19.0|+19.0|+19.0|1020.0|77|2.1|60.0|1512910800|2155472|1900-01-01T00:00:00Z|0
PER|-31.93,115.83|2017-12-10T18:57:36Z|Perth|Clear|clear sky|+35.01|+33.0|+36.0|1009.0|19|6.2|230.0|1512889200|2063523|1900-01-01T00:00:00Z|0
ROK|-23.38,150.5|2017-12-11T01:54:21Z|Rockhampton|Clouds|few clouds|+24.0|+24.0|+24.0|1015.0|78|4.1|110.0|1512914400|2151437|1900-01-01T00:00:00Z|0
MBH|-25.53,152.7|2017-12-11T00:35:54Z|Maryborough|Clouds|scattered clouds|+20.47|+20.47|+20.47|1009.63|77|2.12|140.5|1512912945|2158562|1900-01-01T00:00:00Z|0
ASP|-23.7,133.88|2017-12-11T01:54:21Z|Alice Springs|Clouds|few clouds|+21.0|+21.0|+21.0|1018.0|13|1.5|40.0|1512914400|2077895|1900-01-01T00:00:00Z|0
SHQ|-27.97,153.4|2017-12-11T00:35:54Z|Southport|Rain|light intensity shower rain|+21.0|+21.0|+21.0|1019.0|77|3.1|190.0|1512910800|2148928|1900-01-01T00:00:00Z|0
MGB|-37.83,140.77|2017-12-10T15:54:36Z|Mount Gambier|Clear|clear sky|+21.79|+21.79|+21.79|1028.32|62|2.66|226.0|1512881665|2156643|1900-01-01T00:00:00Z|0
LST|-41.45,147.17|2017-12-10T14:59:49Z|Launceston|Clear|clear sky|+23.0|+23.0|+23.0|1015.0|49|10.3|340.0|1512876600|2160517|1900-01-01T00:00:00Z|0
ISA|-20.73,139.5|2017-12-11T03:58:43Z|Mount Isa|Clear|clear sky|+27.0|+27.0|+27.0|1011.0|24|2.6|190.0|1512921600|2065594|1900-01-01T00:00:00Z|0
ADL|-34.93,138.6|2017-12-11T00:35:54Z|Adelaide|Clear|clear sky|+17.0|+17.0|+17.0|1022.0|67|3.6|130.0|1512910800|2078025|1900-01-01T00:00:00Z|0
ONG|-38.22,145.03|2017-12-11T00:35:54Z|Mornington|Clear|clear sky|+16.33|+16.0|+17.0|1023.0|77|4.1|190.0|1512910800|2156878|1900-01-01T00:00:00Z|0
GEX|-38.15,144.36|2017-12-11T02:47:21Z|Geelong|Clear|clear sky|+15.35|+15.0|+16.0|1022.0|77|2.6|210.0|1512918000|2165798|1900-01-01T00:00:00Z|0
MGB|-37.83,140.77|2017-12-10T18:57:36Z|Mount Gambier|Clear|clear sky|+18.56|+18.56|+18.56|1028.82|64|2.28|215.0|1512892401|2156643|1900-01-01T00:00:00Z|0
BDB|-24.85,152.35|2017-12-11T03:58:43Z|Bundaberg|Rain|light rain|+23.21|+23.21|+23.21|1028.19|100|7.52|139.5|1512925103|2173323|1900-01-01T00:00:00Z|0
GET|-28.77,114.6|2017-12-11T01:54:21Z|Geraldton|Clear|clear sky|+25.0|+25.0|+25.0|1008.0|65|6.7|160.0|1512914400|2070998|1900-01-01T00:00:00Z|0
GEX|-38.15,144.36|2017-12-10T19:35:44Z|Geelong|Clear|clear sky|+19.35|+19.0|+20.0|1022.0|72|5.7|160.0|1512892800|2165798|1900-01-01T00:00:00Z|0
MGB|-37.83,140.77|2017-12-11T04:10:51Z|Mount Gambier|Clear|clear sky|+9.48|+9.48|+9.48|1027.37|90|1.02|183.0|1512925836|2156643|1900-01-01T00:00:00Z|0
LST|-41.45,147.17|2017-12-10T18:57:36Z|Launceston|Clouds|few clouds|+22.0|+22.0|+22.0|1015.0|53|9.3|340.0|1512889200|2160517|1900-01-01T00:00:00Z|0
GUL|-34.75,149.72|2017-12-10T19:35:44Z|Goulburn|Clouds|few clouds|+21.28|+21.28|+21.28|972.08|65|1.98|284.5|1512894675|2164837|1900-01-01T00:00:00Z|0
ROK|-23.38,150.5|2017-12-10T19:35:44Z|Rockhampton|Clouds|broken clouds|+27.0|+27.0|+27.0|1014.0|61|4.6|80.0|1512892800|2151437|1900-01-01T00:00:00Z|0
ONG|-38.22,145.03|2017-12-11T04:10:51Z|Mornington|Clouds|scattered clouds|+15.05|+14.0|+16.0|1021.0|77|2.1|280.0|1512923400|2156878|1900-01-01T00:00:00Z|0
ONG|-38.22,145.03|2017-12-11T03:58:43Z|Mornington|Clouds|scattered clouds|+15.04|+14.0|+16.0|1021.0|77|2.1|280.0|1512923400|2156878|2017-12-11T04:18:29Z|1
ONG|-38.22,145.03|2017-12-11T04:18:29Z|Mornington|Clouds|scattered clouds|+15.05|+14.0|+16.0|1021.0|77|2.1|280.0|1512923400|2156878|1900-01-01T00:00:00Z|0
BNE|-27.47,153.03|2017-12-10T15:54:36Z|Brisbane|Clouds|scattered clouds|+27.59|+26.0|+29.0|1017.0|61|7.2|110.0|1512878400|2174003|1900-01-01T00:00:00Z|0
SHQ|-27.97,153.4|2017-12-11T02:47:21Z|Southport|Clouds|scattered clouds|+21.0|+21.0|+21.0|1018.0|77|3.6|200.0|1512918000|2148928|1900-01-01T00:00:00Z|0
DBO|-32.25,148.62|2017-12-11T01:54:21Z|Dubbo|Clear|clear sky|+20.0|+20.0|+20.0|1018.0|56|4.6|90.0|1512916200|2168305|1900-01-01T00:00:00Z|0
CES|-32.83,151.35|2017-12-11T01:54:21Z|Cessnock|Clear|clear sky|+19.0|+19.0|+19.0|1019.0|82|3.1|80.0|1512916200|2171845|1900-01-01T00:00:00Z|0
BXG|-36.77,144.28|2017-12-11T04:10:51Z|Bendigo|Clear|clear sky|+12.76|+12.76|+12.76|1013.19|91|3.32|173.5|1512925813|2176187|1900-01-01T00:00:00Z|0
GEX|-38.15,144.36|2017-12-10T15:54:36Z|Geelong|Clear|clear sky|+23.0|+23.0|+23.0|1021.0|53|6.7|190.0|1512880200|2165798|1900-01-01T00:00:00Z|0
CES|-32.83,151.35|2017-12-10T15:54:36Z|Cessnock|Clear|clear sky|+25.0|+25.0|+25.0|1020.0|50|7.2|130.0|1512880200|2171845|1900-01-01T00:00:00Z|0
CBR|-35.28,149.13|2017-12-10T15:54:36Z|Canberra|Clear|clear sky|+27.0|+27.0|+27.0|1020.0|34|4.6|350.0|1512880200|2172517|1900-01-01T00:00:00Z|0
TRO|-31.9,152.47|2017-12-11T00:35:54Z|Taree|Clear|clear sky|+16.0|+16.0|+16.0|1021.0|87|0.92|350.5|1512910800|2147381|1900-01-01T00:00:00Z|0
LST|-41.45,147.17|2017-12-11T00:35:54Z|Launceston|Clouds|few clouds|+13.0|+13.0|+13.0|1017.0|76|3.6|320.0|1512910800|2160517|1900-01-01T00:00:00Z|0
OOL|-28.0,153.43|2017-12-11T00:35:54Z|Gold Coast|Rain|light intensity shower rain|+21.0|+21.0|+21.0|1019.0|77|3.1|190.0|1512910800|2165087|1900-01-01T00:00:00Z|0
DRW|-12.46,130.84|2017-12-11T03:58:43Z|Darwin|Clear|clear sky|+28.0|+28.0|+28.0|1009.0|74|3.1|340.0|1512923400|2073124|1900-01-01T00:00:00Z|0
WGA|-35.12,147.37|2017-12-11T00:35:54Z|Wagga Wagga|Clear|clear sky|+21.0|+21.0|+21.0|1018.0|56|0.5|160.0|1512910800|2145110|1900-01-01T00:00:00Z|0
TGN|-38.18,146.53|2017-12-11T04:10:51Z|Traralgon|Clouds|scattered clouds|+11.26|+11.26|+11.26|1016.59|99|1.32|276.5|1512925827|2146108|1900-01-01T00:00:00Z|0
ECH|-36.13,144.75|2017-12-10T19:35:44Z|Echuca|Clear|clear sky|+25.06|+25.06|+25.06|1022.34|41|2.68|211.5|1512894832|2167817|1900-01-01T00:00:00Z|0
WOL|-34.43,150.88|2017-12-10T18:57:36Z|Wollongong|Clear|clear sky|+23.98|+23.0|+25.0|1019.0|50|9.3|50.0|1512889200|2171507|1900-01-01T00:00:00Z|0
WMB|-38.38,142.48|2017-12-11T03:58:43Z|Warrnambool|Clouds|broken clouds|+14.16|+14.16|+14.16|1033.37|95|2.42|237.5|1512925105|2144528|1900-01-01T00:00:00Z|0
TMW|-31.1,150.93|2017-12-11T03:58:43Z|Tamworth|Clear|clear sky|+17.0|+17.0|+17.0|1019.0|72|4.6|130.0|1512923400|2147497|1900-01-01T00:00:00Z|0
SYD|-33.87,151.21|2017-12-11T02:47:21Z|Sydney|Clear|clear sky|+18.34|+17.0|+20.0|1020.0|82|2.1|310.0|1512918000|2147714|1900-01-01T00:00:00Z|0
OAG|-33.28,149.1|2017-12-10T18:57:36Z|Orange|Clouds|few clouds|+23.28|+23.28|+23.28|969.81|51|1.18|142.0|1512892393|2154219|1900-01-01T00:00:00Z|0
NOA|-34.88,150.6|2017-12-10T18:57:36Z|Nowra|Clouds|scattered clouds|+23.0|+23.0|+23.0|1018.0|56|5.7|90.0|1512889200|2154787|1900-01-01T00:00:00Z|0
DRW|-12.46,130.84|2017-12-10T18:57:36Z|Darwin|Clouds|few clouds|+35.0|+35.0|+35.0|1007.0|39|6.2|330.0|1512889200|2073124|1900-01-01T00:00:00Z|0
BDB|-24.85,152.35|2017-12-10T15:54:36Z|Bundaberg|Clear|clear sky|+25.79|+25.79|+25.79|1028.56|94|8.96|119.0|1512881660|2173323|1900-01-01T00:00:00Z|0
ARM|-30.52,151.65|2017-12-11T01:54:21Z|Armidale|Clear|clear sky|+8.02|+8.02|+8.02|928.98|92|1.22|110.5|1512917640|2177671|1900-01-01T00:00:00Z|0
OAG|-33.28,149.1|2017-12-10T19:35:44Z|Orange|Clouds|few clouds|+23.28|+23.28|+23.28|969.81|51|1.18|142.0|1512894578|2154219|1900-01-01T00:00:00Z|0
NOA|-34.88,150.6|2017-12-10T15:54:36Z|Nowra|Clouds|scattered clouds|+25.0|+25.0|+25.0|1019.0|53|7.7|70.0|1512878400|2154787|1900-01-01T00:00:00Z|0
WOL|-34.43,150.88|2017-12-11T00:35:54Z|Wollongong|Clear|clear sky|+18.14|+17.0|+21.0|1021.0|77|5.7|10.0|1512910800|2171507|1900-01-01T00:00:00Z|0
LSY|-28.81,153.28|2017-12-11T03:58:43Z|Lismore|Clouds|overcast clouds|+18.33|+18.33|+18.33|1006.14|84|1.77|186.0|1512925095|2160063|1900-01-01T00:00:00Z|0
FOT|-32.17,152.52|2017-12-11T00:35:54Z|Forster|Clear|clear sky|+16.0|+16.0|+16.0|1021.0|87|1.42|40.0|1512910800|2166309|1900-01-01T00:00:00Z|0
CBR|-35.28,149.13|2017-12-11T01:54:21Z|Canberra|Clear|clear sky|+17.0|+17.0|+17.0|1021.0|82|2.1|130.0|1512914400|2172517|1900-01-01T00:00:00Z|0
CNS|-16.92,145.77|2017-12-11T02:47:21Z|Cairns|Clouds|few clouds|+25.0|+25.0|+25.0|1012.0|78|4.1|170.0|1512918000|2172797|1900-01-01T00:00:00Z|0
HBA|-42.88,147.33|2017-12-10T18:57:36Z|Hobart|Clear|clear sky|+22.0|+22.0|+22.0|1014.0|35|6.7|290.0|1512889200|2163355|1900-01-01T00:00:00Z|0
CES|-32.83,151.35|2017-12-11T03:58:43Z|Cessnock|Clear|clear sky|+16.0|+16.0|+16.0|1019.0|87|0.92|38.0|1512923400|2171845|1900-01-01T00:00:00Z|0
PER|-31.93,115.83|2017-12-10T14:59:49Z|Perth|Clear|clear sky|+34.0|+34.0|+34.0|1012.0|26|6.2|20.0|1512874800|2063523|1900-01-01T00:00:00Z|0
TSV|-19.25,146.8|2017-12-11T00:48:03Z|Townsville|Clouds|broken clouds|+26.0|+26.0|+26.0|1014.0|69|3.6|130.0|1512912600|2146142|1900-01-01T00:00:00Z|0
TRO|-31.9,152.47|2017-12-10T14:59:49Z|Taree|Clear|clear sky|+25.0|+25.0|+25.0|1021.0|50|5.1|120.0|1512874800|2147381|1900-01-01T00:00:00Z|0
OAG|-33.28,149.1|2017-12-10T14:59:49Z|Orange|Clear|clear sky|+25.45|+25.45|+25.45|970.92|58|1.87|45.5|1512877842|2154219|1900-01-01T00:00:00Z|0
GLT|-23.85,151.25|2017-12-10T18:57:36Z|Gladstone|Clouds|few clouds|+24.53|+24.53|+24.53|1015.29|78|5.73|103.5|1512892388|2165478|1900-01-01T00:00:00Z|0
GLT|-23.85,151.25|2017-12-11T02:47:21Z|Gladstone|Clouds|few clouds|+21.44|+21.44|+21.44|1014.74|86|4.92|131.0|1512920823|2165478|1900-01-01T00:00:00Z|0
OAG|-33.28,149.1|2017-12-11T00:35:54Z|Orange|Clear|clear sky|+13.69|+13.69|+13.69|969.26|87|1.87|48.0|1512912942|2154219|1900-01-01T00:00:00Z|0
BWT|-41.07,145.92|2017-12-11T03:58:43Z|Burnie|Clouds|few clouds|+15.13|+15.13|+15.13|1030.29|100|7.42|245.0|1512925100|2173125|1900-01-01T00:00:00Z|0
MKY|-21.15,149.2|2017-12-10T18:57:36Z|Mackay|Clouds|scattered clouds|+28.0|+28.0|+28.0|1013.0|65|6.7|110.0|1512889200|2159220|1900-01-01T00:00:00Z|0
ECH|-36.13,144.75|2017-12-11T00:35:54Z|Echuca|Clear|clear sky|+16.12|+16.12|+16.12|1021.71|69|3.47|174.5|1512912949|2167817|1900-01-01T00:00:00Z|0
SHT|-36.38,145.4|2017-12-10T15:54:36Z|Shepparton|Clear|clear sky|+26.66|+26.66|+26.66|1016.64|52|2.91|242.5|1512881649|2149645|1900-01-01T00:00:00Z|0
BHS|-33.42,149.58|2017-12-10T14:59:49Z|Bathurst|Clear|clear sky|+23.4|+23.4|+23.4|940.6|61|1.17|305.5|1512877826|2176632|1900-01-01T00:00:00Z|0
GET|-28.77,114.6|2017-12-10T19:35:44Z|Geraldton|Clouds|scattered clouds|+33.0|+33.0|+33.0|1007.0|29|9.8|190.0|1512891000|2070998|1900-01-01T00:00:00Z|0
DRW|-12.46,130.84|2017-12-11T01:54:21Z|Darwin|Clear|clear sky|+30.0|+30.0|+30.0|1010.0|74|3.6|340.0|1512914400|2073124|1900-01-01T00:00:00Z|0
CFS|-30.3,153.13|2017-12-10T18:57:36Z|Coffs Harbour|Clouds|scattered clouds|+23.0|+23.0|+23.0|1020.0|73|5.1|160.0|1512889200|2171085|1900-01-01T00:00:00Z|0
SHQ|-27.97,153.4|2017-12-11T00:48:03Z|Southport|Clouds|scattered clouds|+21.0|+21.0|+21.0|1019.0|77|3.6|190.0|1512912600|2148928|1900-01-01T00:00:00Z|0
GUL|-34.75,149.72|2017-12-10T14:59:49Z|Goulburn|Clear|clear sky|+25.2|+25.2|+25.2|972.7|69|1.57|319.0|1512877835|2164837|1900-01-01T00:00:00Z|0
NOA|-34.88,150.6|2017-12-11T00:35:54Z|Nowra|Clear|clear sky|+17.0|+17.0|+17.0|1020.0|88|3.1|210.0|1512907200|2154787|1900-01-01T00:00:00Z|0
WGA|-35.12,147.37|2017-12-10T15:54:36Z|Wagga Wagga|Clear|clear sky|+29.0|+29.0|+29.0|1019.0|30|3.1|240.0|1512878400|2145110|1900-01-01T00:00:00Z|0
MGB|-37.83,140.77|2017-12-11T02:47:21Z|Mount Gambier|Clear|clear sky|+11.22|+11.22|+11.22|1027.79|92|1.17|210.0|1512920837|2156643|1900-01-01T00:00:00Z|0
MBH|-25.53,152.7|2017-12-11T01:54:21Z|Maryborough|Clouds|scattered clouds|+20.47|+20.47|+20.47|1009.63|77|2.12|140.5|1512917651|2158562|1900-01-01T00:00:00Z|0
BHS|-33.42,149.58|2017-12-11T03:58:43Z|Bathurst|Clear|clear sky|+10.83|+10.83|+10.83|938.69|88|0.97|37.0|1512925081|2176632|1900-01-01T00:00:00Z|0
GFF|-34.28,146.03|2017-12-10T15:54:36Z|Griffith|Clear|clear sky|+28.31|+28.31|+28.31|1017.94|43|3.91|223.0|1512881642|2164422|1900-01-01T00:00:00Z|0
GFF|-34.28,146.03|2017-12-10T19:35:44Z|Griffith|Clear|clear sky|+25.68|+25.68|+25.68|1017.88|39|2.53|226.0|1512894812|2164422|1900-01-01T00:00:00Z|0
BHQ|-31.95,141.43|2017-12-11T00:48:03Z|Broken Hill|Clear|clear sky|+18.37|+18.37|+18.37|1002.18|57|3.67|151.5|1512913680|2173911|1900-01-01T00:00:00Z|0
ABX|-36.08,146.92|2017-12-11T01:54:21Z|Albury|Clear|clear sky|+15.8|+15.0|+17.0|1018.0|72|1.07|256.5|1512914400|2178174|1900-01-01T00:00:00Z|0
ONG|-38.22,145.03|2017-12-10T14:59:49Z|Mornington|Clear|clear sky|+22.01|+21.0|+23.0|1021.0|56|5.7|190.0|1512874800|2156878|1900-01-01T00:00:00Z|0
RBU|-20.78,117.13|2017-12-10T14:59:49Z|Roebourne|Clear|clear sky|+32.7|+32.7|+32.7|1010.64|34|3.72|264.0|1512877845|2062276|1900-01-01T00:00:00Z|0
OAG|-33.28,149.1|2017-12-11T01:54:21Z|Orange|Clear|clear sky|+13.69|+13.69|+13.69|969.26|87|1.87|48.0|1512917648|2154219|1900-01-01T00:00:00Z|0
GLT|-23.85,151.25|2017-12-11T03:58:43Z|Gladstone|Clear|clear sky|+19.91|+19.91|+19.91|1014.0|95|4.67|142.5|1512925093|2165478|1900-01-01T00:00:00Z|0
CUD|-26.8,153.13|2017-12-11T02:47:21Z|Caloundra|Clouds|few clouds|+21.0|+21.0|+21.0|1017.0|77|3.1|190.0|1512918000|2172710|1900-01-01T00:00:00Z|0
